Data,Histórico,Valor,Tipo
2022-08-19,BCJ NF. 621 parc. 05/10 adequação dos cabos de alimentação elétrica do centro de medição e área comum dos blocos.,5000.0,FUNDO DE RESERVA
2022-08-22,Encadernação NF.32626 e cópias 07/2022.,62.75,CONTA ORDINÁRIA
2022-08-22,7_Lift NF. 1087 parc. 01/02 IPDM vermelho.,250.0,MANUTENÇÃO E LIMPEZA
2022-08-22,7_Lift NF. 1096 (entrada) substituição de peças danificadas pelo incêndio ocorrido no Apto. AR132 (ocorrência dia 12/08/2022).,2340.0,MANUTENÇÃO E LIMPEZA
2022-08-25,Vivo telefone portaria 08/2022.,69.99,TARIFAS PÚBLICAS
2022-08-25,Sabesp conta 07/2022.,8220.44,TARIFAS PÚBLICAS
2022-08-25,Condominium NF. 57042 manutenção equipamentos eletrônicos 07/2022.,985.1,MANUTENÇÃO E LIMPEZA
2022-08-26,Dra.Luciana parc. 08/23 honorários pago pelo Apto.NE032.,500.0,CONTA ORDINÁRIA
2022-08-26,Dra.Luciana honorários parc. 2/3 pago pelo Apto. AR154 ref. parcelamento das cotas de 01/2022 a 05/2022.,222.63,CONTA ORDINÁRIA
2022-08-29,Dra.Luciana custas processuais pesquisa de bens dos sócios empresa Apto Stillus.,267.7,CONTA ORDINÁRIA
2022-08-29,Enel nº.instalação 0057749698 zelador conta 08/2022.,49.87,TARIFAS PÚBLICAS
2022-08-29,Enel nº.instalação 0057749680 conta 08/2022.,4822.72,TARIFAS PÚBLICAS
2022-08-31,Tarifa Custa de Cobrança 08/2022.,351.8,CONTA ORDINÁRIA
2022-08-31,Cartório registro da ata A.G.E realizada 30/06/2022.,249.99,CONTA ORDINÁRIA
2022-08-31,Imposto de Renda 08/2022 ( C/P 88851-9 ),1.2,FUNDO DE RESERVA
2022-08-31,Imposto de Renda 08/2022 ( C/P 88853-5 ),6.12,ALUGUEL COBERTURA
2022-09-02,Tarifa Conta Certa 09/2022.,87.73,CONTA ORDINÁRIA
2022-09-02,"Don Doc CF. 13804 e Requinte NF. 4203 placa homenagem ao morador que fez o resgate da moradora do apto. que pegou fogo, e lanche para os presentes na palestra sobre reciclagem.",597.68,CONTA ORDINÁRIA
2022-09-02,Don Doc CF. 14186 lanche para presentes na assembleia.,99.44,CONTA ORDINÁRIA
2022-09-02,Bolos para os presentes e gratificação para a palestrante da reciclagem.,90.9,CONTA ORDINÁRIA
2022-09-04,JD_Paisagismo NF. 312 manutenção jardim 08/2022.,587.0,MANUTENÇÃO E LIMPEZA
2022-09-05,Honorários serv. prestados pela Campos 08/2022 NF.4986.,1939.2,CONTA ORDINÁRIA
2022-09-05,Emissão boletos 08/2022.,73.2,CONTA ORDINÁRIA
2022-09-05,Adailson serv. prestados 08/2022.,200.0,MANUTENÇÃO E LIMPEZA
2022-09-05,Condominium NF. 57571 instalação placa ramal.,93.0,MANUTENÇÃO E LIMPEZA
2022-09-06,Remuneração Sindico 08/2022.,1284.0,CONTA ORDINÁRIA
2022-09-07,CBE NF. 13730 parc. 03/03 materiais para reparo na motobomba água limpa.,351.66,MANUTENÇÃO E LIMPEZA
2022-09-07,CBE NF. 208537 parc. 03/03 mão de obra para reparo na motobomba água limpa.,73.1,MANUTENÇÃO E LIMPEZA
2022-09-08,Pet Center NF.22803 desinfetante para área pet.,68.26,MANUTENÇÃO E LIMPEZA
2022-09-08,"Mercado Pago NFs.29647/30254/53818/615/11917 bebedouro, lixeira, kit tunel, baliza e outros para área pet.",1254.57,MANUTENÇÃO E LIMPEZA
2022-09-08,Shopee - dispenser porta toalha e borrifador para área pet.,57.83,MANUTENÇÃO E LIMPEZA
2022-09-09,Cartório NF.489780 registro da ata A.G.E. realizada 01/09/2022.,415.1,CONTA ORDINÁRIA
2022-09-09,7_Lift NF. 850 parc. 04/05 reparo no freio do elevador.,540.0,MANUTENÇÃO E LIMPEZA
2022-09-09,7_Lift NF. 1106 parc. 01/02 trinco completo elev. serviço 3ºandar.,295.0,MANUTENÇÃO E LIMPEZA
2022-09-09,BCJ NF. 631 parc. 03/05 manutenção preventiva da cabine de barramento elétrico geral dos blocos.,1500.0,FUNDO DE RESERVA
2022-09-10,Dra.Luciana assessoria juridica ref. 08/2022.,1324.0,CONTA ORDINÁRIA
2022-09-10,Hidrotec NF. 10472 leitura da água 08/2022.,553.5,CONTA ORDINÁRIA
2022-09-10,Mundial NF. 1754 serv. prestados 08/2022.,39883.76,CONTA ORDINÁRIA
2022-09-12,Allianz parc. 04/10 seguro do condominio.,633.37,CONTA ORDINÁRIA
2022-09-12,ISS da NF. 1754 serv. prestados Mundial 08/2022.,907.99,CONTA ORDINÁRIA
2022-09-12,M&M NF. 37335 manut. elevadores 08/2022.,1202.32,MANUTENÇÃO E LIMPEZA
2022-09-13,Caixa Interno Sindico Pequenas Despesas 09/2022.,228.27,CONTA ORDINÁRIA
2022-09-13,"7_Lift NF. 939 parc. 05/05 ventilador, corrediça, cabinho para porta e display para o elevador.",640.0,MANUTENÇÃO E LIMPEZA
2022-09-13,Green NF. 3014 parc. 01/04 colocação de grama sintética area pet.,1854.9,FUNDO DE OBRAS
2022-09-15,Net conta 08/2022.,158.95,TARIFAS PÚBLICAS
2022-09-15,CBE NF. 214396 manut. bombas 08/2022.,409.97,MANUTENÇÃO E LIMPEZA
2022-09-16,7_Lift NF. 911 parc. 01/05 reparo operador porta e adaptação dorma 13° andar elev. serviços bl. B e 8° andar elev. serviços Bl. A.,560.0,MANUTENÇÃO E LIMPEZA
2022-09-16,MCA NF. 5164 materiais de limpeza.,976.11,MANUTENÇÃO E LIMPEZA
2022-09-18,CBE NF. 14891 parc. 01/03 peças para reparo tubulação recalque da motobomba incêndio.,633.33,MANUTENÇÃO E LIMPEZA
2022-09-18,CBE NF. 215611 parc. 01/03 mão de obra reparo tubulação recalque da motobomba incêndio.,83.13,MANUTENÇÃO E LIMPEZA
2022-09-19,7_Lift NF. 1087 parc. 02/02 IPDM vermelho.,250.0,MANUTENÇÃO E LIMPEZA
2022-09-19,BCJ NF. 637 parc. 06/10 adequação dos cabos de alimentação elétrica do centro de medição e área comum dos blocos.,5000.0,FUNDO DE RESERVA
2022-09-19,Freitas NF. 1527 (entrada 20%) pintura do condominio.,62458.69,FUNDO DE RESERVA
2022-09-20,Cofins/Pis/Csll da NF. 1754 serv. prestados Mundial 08/2022.,2111.09,CONTA ORDINÁRIA
2022-09-20,Darf Previdenciário da NF. 1754 serv. prestados Mundial 08/2022.,2496.99,CONTA ORDINÁRIA
2022-09-20,Darf Previdenciário da NF. 215611 serviços prestados CBE 08/2022.,44.0,MANUTENÇÃO E LIMPEZA
2022-09-20,Cofins/Pis/Csll da NF. 214396 serv. prestados CBE 08/2022.,19.99,MANUTENÇÃO E LIMPEZA
2022-09-20,Cofins/Pis/Csll da NF. 215611 serv. prestados CBE 06/2022.,18.6,MANUTENÇÃO E LIMPEZA
2022-09-22,7_Lift NF. 1096 parc. 01/10 substituição de peças danificadas pelo incêndio ocorrido no Apto. AR132 (ocorrência dia 12/08/2022).,546.0,MANUTENÇÃO E LIMPEZA
2022-09-25,Vivo portaria 09/2022.,69.99,TARIFAS PÚBLICAS
2022-09-25,Sabesp conta 08/2022.,8220.44,TARIFAS PÚBLICAS
2022-09-25,Condominium NF. 57588 manutenção equipamentos eletrônicos 08/2022.,1084.4,MANUTENÇÃO E LIMPEZA
2022-09-26,Encadernação NF.32810 e cópias 08/2022.,168.7,CONTA ORDINÁRIA
2022-09-26,Correio 08/2022.,103.4,CONTA ORDINÁRIA
2022-09-26,Adyen - dispenser porta toalha e borrifador para área pet.,59.0,MANUTENÇÃO E LIMPEZA
2022-09-26,"Mercado Pago NFs.54221/19409/30018 bebedouro para animais, lixeira com coletor e suporte para alcool em gel.",771.9,MANUTENÇÃO E LIMPEZA
2022-09-28,Enel nº.instalação 0057749680 conta 09/2022.,4729.2,TARIFAS PÚBLICAS
2022-09-28,Enel nº.instalação 0057749698 zelador conta 09/2022.,44.72,TARIFAS PÚBLICAS
2022-09-29,Shopee - dispenser porta toalha e borrifador para área pet (G1).,53.2,MANUTENÇÃO E LIMPEZA
2022-09-29,Mercado Pago NFs.54292/30317 suporte em aço para alcool em gel e lixeira coletor para área pet (G1).,470.79,MANUTENÇÃO E LIMPEZA
2022-09-30,Tarifa Custa de Cobrança 09/2022.,321.5,CONTA ORDINÁRIA
2022-09-30,Imposto de Renda 09/2022 ( CDB-DI ),1371.66,FUNDO DE RESERVA
2022-09-30,Imposto de Renda 09/2022 ( C/P 88851-9 ),1.11,FUNDO DE RESERVA
2022-09-30,Imposto de Renda 09/2022 ( C/P 88853-5 ),6.32,ALUGUEL COBERTURA
2022-10-01,"Ekonomix filtro, café e açucar.",28.27,CAIXA INTERNO
2022-10-04,Tarifa Conta Certa 10/2022.,87.73,CONTA ORDINÁRIA
2022-10-04,Tarifa Conta Certa Exced 10/2022.,24.29,CONTA ORDINÁRIA
2022-10-04,Sinvaldo NF. 284 desentupimento cano G1.,650.0,MANUTENÇÃO E LIMPEZA
2022-10-04,JD_Paisagismo NF. 334 manutenção jardim 09/2022.,587.0,MANUTENÇÃO E LIMPEZA
2022-10-05,Honorários NF. 5027 serv. prestados pela Campos 09/2022.,1939.2,CONTA ORDINÁRIA
2022-10-05,Emissão de boletos 09/2022.,73.2,CONTA ORDINÁRIA
2022-10-05,Adailson serv. prestados 09/2022.,200.0,MANUTENÇÃO E LIMPEZA
2022-10-06,Remuneração Sindico 09/2022.,1284.0,CONTA ORDINÁRIA
2022-10-06,Reis NF. 1267 placas de sinalização do elevador social e de serviço.,642.2,CONTA ORDINÁRIA
2022-10-07,Amanda NF. 01 (entrada 50%) construção espaço Pet.,8000.0,FUNDO DE OBRAS
2022-10-08,H.A. NF. 95 renovação do certificado digital.,322.15,CONTA ORDINÁRIA
2022-10-10,Allianz parc. 05/10 seguro do condominio.,633.37,CONTA ORDINÁRIA
2022-10-10,Dra.Luciana assessoria juridica ref. 09/2022.,1324.0,CONTA ORDINÁRIA
2022-10-10,Hidromedi NF. 10593 leitura da água 08/2022.,553.5,CONTA ORDINÁRIA
2022-10-10,Mundial NF. 1758 serv. prestados 09/2022.,38407.36,CONTA ORDINÁRIA
2022-10-10,ISS da NF. 1758 serv. prestados Mundial 09/2022.,874.38,CONTA ORDINÁRIA
2022-10-10,7_Lift NF. 850 parc. 05/05 reparo no freio do elevador.,540.0,MANUTENÇÃO E LIMPEZA
2022-10-10,7_Lift NF. 1106 parc. 02/02 trinco completo.,295.0,MANUTENÇÃO E LIMPEZA
2022-10-10,ISS da NF. 1527 serv. prestados A Freitas 09/2022.,3287.3,FUNDO DE RESERVA
2022-10-10,BCJ NF. 011 parc. 04/05 manutenção preventiva da cabine de barramento elétrico geral dos blocos.,1500.0,FUNDO DE RESERVA
2022-10-12,M&M NF. 37458 manut. elevadores 09/2022.,1202.32,MANUTENÇÃO E LIMPEZA
2022-10-12,Freitas NF. 1529 parc. 01/20 pintura do condominio.,12491.74,FUNDO DE RESERVA
2022-10-13,MCA NF. 5230 materiais de limpeza.,1031.35,MANUTENÇÃO E LIMPEZA
2022-10-13,MCA NF. 5231 materiais de limpeza.,317.1,MANUTENÇÃO E LIMPEZA
2022-10-13,Green NF. 3014 parc. 02/04 colocação de grama sintética area pet.,1854.9,FUNDO DE OBRAS
2022-10-15,CBE NF. 217396 manut. bombas 09/2022.,409.97,MANUTENÇÃO E LIMPEZA
2022-10-17,Net conta 09/2022.,138.91,TARIFAS PÚBLICAS
2022-10-17,7_Lift NF. 911 parc. 02/05 reparo operador porta e adaptação dorma 13° andar elev. serviços bloco B e 8° andar elev. serviços Bloco A.,560.0,MANUTENÇÃO E LIMPEZA
2022-10-18,7_Lift NF. 1179 parc. 01/05 polia tensora elevador social.,700.0,MANUTENÇÃO E LIMPEZA
2022-10-18,CBE NF. 14891 parc. 02/03 peças para reparo tubulação recalque da motobomba incêndio.,633.33,MANUTENÇÃO E LIMPEZA
2022-10-18,CBE NF. 215611 parc. 02/03 mão de obra reparo tubulação recalque da motobomba incêndio.,127.13,MANUTENÇÃO E LIMPEZA
2022-10-19,Dra.Luciana honorários parc. 3/3 pago pelo Apto. AR154 ref. parcelamento das cotas de 01/2022 a 05/2022.,222.63,CONTA ORDINÁRIA
2022-10-19,Dra.Luciana honorários pago pelo Apto. AR044 ref. cota 09/2022.,72.33,CONTA ORDINÁRIA
2022-10-19,Cynthia NF. 020 parc. 01/03 manutenção e recarga extintores.,1486.33,MANUTENÇÃO E LIMPEZA
2022-10-19,BCJ NF. 12 parc. 07/10 adequação dos cabos de alimentação elétrica do centro de medição e área comum dos blocos.,5000.0,FUNDO DE RESERVA
2022-10-20,Cofins/Pis/Csll da NF. 1758 serv. prestados Mundial 09/2022.,2032.95,CONTA ORDINÁRIA
2022-10-20,Darf Previdenciário da NF. 1758 serv. prestados Mundial 09/2022.,2404.56,CONTA ORDINÁRIA
2022-10-20,Cofins/Pis/Csll da NF. 217396 serv. prestados CBE 09/2022.,19.99,MANUTENÇÃO E LIMPEZA
2022-10-20,Condominium NF. 8923 cabo.,74.8,MANUTENÇÃO E LIMPEZA
2022-10-20,Amanda NF. 02 parc. 01/02 construção espaço Pet.,4000.0,FUNDO DE OBRAS
2022-10-21,7_Lift NF. 1096 parc. 02/10 substituição de peças danificadas pelo incendio ocorrido no apto. 132 Bloco Aristheia (ocorrencia dia 12/08/2022).,546.0,MANUTENÇÃO E LIMPEZA
2022-10-21,"Sinvaldo NF. 286 retirada privada, troca bolsão de caixa, troca anel de vedação e aplicação de rejunte.",215.0,MANUTENÇÃO E LIMPEZA
2022-10-21,Kamel NF. 3892 materiais para manutenção do condomínio.,221.25,MANUTENÇÃO E LIMPEZA
2022-10-25,Vivo portaria 10/2022.,67.92,TARIFAS PÚBLICAS
2022-10-25,Sabesp conta 09/2022.,7957.83,TARIFAS PÚBLICAS
2022-10-25,Condominium NF. 58038 manutenção equipamentos eletrônicos 09/2022.,885.8,MANUTENÇÃO E LIMPEZA
2022-10-26,Encadernação NF. 33036 e cópias 09/2022.,321.25,CONTA ORDINÁRIA
2022-10-28,Enel nº.instalação 0057749680 conta 10/2022.,4527.73,TARIFAS PÚBLICAS
2022-10-28,Enel nº.instalação 0057749698 zelador conta 10/2022.,44.61,TARIFAS PÚBLICAS
2022-10-28,7_Lift NF. 1158 parc. 01/03 trinco TV3 para o elevador.,243.33,MANUTENÇÃO E LIMPEZA
2022-10-31,Tarifa Custa de Cobrança 10/2022.,365.4,CONTA ORDINÁRIA
2022-10-31,Imposto de Renda 10/2022 ( CDB-DI ),633.4,FUNDO DE RESERVA
2022-10-31,Imposto de Renda 10/2022 ( C/P 88.853-5 ).,6.05,ALUGUEL COBERTURA
2022-11-01,Coflex NF. 14942 / Tempe NF. 72376 torneira automática e kit refletor.,184.18,MANUTENÇÃO E LIMPEZA
2022-11-03,Tarifa Conta Certa Exced 11/2022.,3.12,CONTA ORDINÁRIA
2022-11-03,Tarifa Conta Certa 11/2022.,87.73,CONTA ORDINÁRIA
2022-11-04,JD_Paisagismo NF. 351 manutenção jardim 10/2022.,587.0,MANUTENÇÃO E LIMPEZA
2022-11-04,Cynthia NF. 020 parc. 02/03 manutenção e recarga extintores.,1486.33,MANUTENÇÃO E LIMPEZA
2022-11-04,Yabiku CF. 48515 parafuso.,5.7,CAIXA INTERNO
2022-11-05,Honorários NF. 5069 serv. prestados pela Campos 10/2022.,1939.2,CONTA ORDINÁRIA
2022-11-05,Emissão de boletos 10/2022.,73.2,CONTA ORDINÁRIA
2022-11-06,Remuneração Sindico 10/2022.,1284.0,CONTA ORDINÁRIA
2022-11-07,Amanda NF.3 parc.2/2 construção espaço pet.,4000.0,FUNDO DE OBRAS
2022-11-08,Adailson serv. prestados 10/2022.,200.0,MANUTENÇÃO E LIMPEZA
2022-11-09,Dra.Luciana honorários pago pelo Apto. AR154 cota de 09/2022.,74.61,CONTA ORDINÁRIA
2022-11-10,Allianz parc. 06/10 seguro do condominio.,633.37,CONTA ORDINÁRIA
2022-11-10,Dra.Luciana assessoria juridica ref. 10/2022.,1324.0,CONTA ORDINÁRIA
2022-11-10,Hidromedi NF. 10823 leitura da água 09/2022.,553.5,CONTA ORDINÁRIA
2022-11-10,Mundial NF.1765 serv. prestados 10/2022.,38535.7,CONTA ORDINÁRIA
2022-11-10,ISS da NF. 1765 serv. prestados Mundial 10/2022.,877.3,CONTA ORDINÁRIA
2022-11-10,"7_Lift NF. 1208 parc. 01/05 trinco TV3 e fiação para elevador social Bloco B, 1° andar, S1 e S2.",580.0,MANUTENÇÃO E LIMPEZA
2022-11-10,Condominium NF.9118 cabo e conector.,38.5,MANUTENÇÃO E LIMPEZA
2022-11-10,ISS da NF. 1529 serviços prestados A Freitas 10/2022.,657.46,FUNDO DE RESERVA
2022-11-10,BCJ NF.019 parc. 05/05 manutenção preventiva da cabine de barramento elétrico geral dos blocos.,1500.0,FUNDO DE RESERVA
2022-11-11,Katia NF.1132 sinalização / placa de identificação.,501.0,CONTA ORDINÁRIA
2022-11-11,Bruna NF.5321 materiais de limpeza.,706.08,MANUTENÇÃO E LIMPEZA
2022-11-12,M&M NF. 37589 manut. elevadores 10/2022.,1202.32,MANUTENÇÃO E LIMPEZA
2022-11-13,Green NF. 3014 parc. 03/04 colocação de grama sintética area pet.,1854.9,FUNDO DE OBRAS
2022-11-15,CBE NF. 220788 manut. bombas 10/2022.,409.97,MANUTENÇÃO E LIMPEZA
2022-11-16,Net conta 10/2022.,153.8,TARIFAS PÚBLICAS
2022-11-16,7_Lift NF. 911 parc. 03/05 reparo operador porta e adaptação dorma 13° andar elev. serviços bloco B e 8° andar elev. serviços Bloco A.,560.0,MANUTENÇÃO E LIMPEZA
2022-11-17,CBE NF. 14891 parc. 03/03 peças para reparo tubulação recalque da motobomba incêndio.,633.34,MANUTENÇÃO E LIMPEZA
2022-11-17,CBE NF. 215611 parc. 03/03 mão de obra reparo tubulação recalque da motobomba incêndio.,127.14,MANUTENÇÃO E LIMPEZA
2022-11-17,Carrefour CF. 214030 enfeites de natal.,24.99,CAIXA INTERNO
2022-11-18,Cofins/Pis/Csll da NF. 1765 serv. prestados Mundial 10/2022.,2039.74,CONTA ORDINÁRIA
2022-11-18,Darf Previdenciário da NF. 1765 serv. prestados Mundial 10/2022.,2412.59,CONTA ORDINÁRIA
2022-11-18,7_Lift NF. 1179 parc. 02/05 polia tensora elevador social.,700.0,MANUTENÇÃO E LIMPEZA
2022-11-18,Sinvaldo NF.287 parc.1/2 conserto prumada de esgoto trincado com o tempo Aptos. AR64 e AR74.,1150.0,MANUTENÇÃO E LIMPEZA
2022-11-18,CBE NF.222348 parc.1/5 reparo na motobomba de água limpa bloco Nelly.,57.21,MANUTENÇÃO E LIMPEZA
2022-11-18,CBE NF.15868 parc.1/5 peças para reparo na motobomba de água limpa bloco Nelly.,190.0,MANUTENÇÃO E LIMPEZA
2022-11-18,CBE NF.15869 parc.1/3 torneira de bóia Deca.,136.67,MANUTENÇÃO E LIMPEZA
2022-11-18,CBE NF.222349 parc.1/3 substituição torneira de bóia reservatório inferior.,24.76,MANUTENÇÃO E LIMPEZA
2022-11-18,Darf previdenciário da NF. 222349 serv. prestados CBE 10/2022.,15.4,MANUTENÇÃO E LIMPEZA
2022-11-18,Cofins/Pis/Csll da NF. 220788 serv. prestados CBE 10/2022.,19.99,MANUTENÇÃO E LIMPEZA
2022-11-18,Cofins/Pis/Csll da NFs. 222348 / 222349 serv. prestados CBE 10/2022.,20.46,MANUTENÇÃO E LIMPEZA
2022-11-18,BCJ NF. 23 parc. 08/10 adequação dos cabos de alimentação elétrica do centro de medição e área comum dos blocos.,5000.0,FUNDO DE RESERVA
2022-11-20,Campos NF. 5109 honorários 13º/2022 parc. 1/2.,969.6,CONTA ORDINÁRIA
2022-11-20,Condominium NF.9233 um interfone.,70.0,MANUTENÇÃO E LIMPEZA
2022-11-21,Bruna NF.5345 materiais de limpeza.,414.0,MANUTENÇÃO E LIMPEZA
2022-11-22,7_Lift NF. 1096 parc. 03/10 substituição de peças danificadas pelo incendio ocorrido no apto. 132 Bloco Aristheia (ocorrencia dia 12/08/2022).,546.0,MANUTENÇÃO E LIMPEZA
2022-11-22,Freitas NF. 1543 parc. 02/20 pintura do condominio.,12491.74,FUNDO DE RESERVA
2022-11-24,Dra.Luciana honorários pago pelo Apto. AR101 parc.1/2.,282.87,CONTA ORDINÁRIA
2022-11-24,"Dra.Luciana honorários pago pelo Apto. NE141 cotas 08/2020, 09/2020 e 02/2021.",437.47,CONTA ORDINÁRIA
2022-11-24,Shopee borrifador para o espaço pet.,22.78,MANUTENÇÃO E LIMPEZA
2022-11-25,Vivo portaria 11/2022.,67.92,TARIFAS PÚBLICAS
2022-11-25,Sabesp conta 10/2022.,8220.44,TARIFAS PÚBLICAS
2022-11-25,Condominium NF. 58237 manutenção equipamentos eletrônicos 10/2022.,985.1,MANUTENÇÃO E LIMPEZA
2022-11-28,Enel nº.instalação 0057749680 conta 11/2022.,5152.73,TARIFAS PÚBLICAS
2022-11-28,Enel nº.instalação 0057749698 zelador conta 11/2022.,51.33,TARIFAS PÚBLICAS
2022-11-28,7_Lift NF. 1158 parc. 02/03 trinco TV3 para o elevador.,243.33,MANUTENÇÃO E LIMPEZA
2022-11-29,Encadernação NF. 33229 e cópias 10/2022.,109.5,CONTA ORDINÁRIA
2022-11-30,Tarifa Custa de Cobrança 11/2022.,346.0,CONTA ORDINÁRIA
2022-11-30,Imposto de Renda 11/2022 ( CDB-DI ).,686.54,FUNDO DE RESERVA
2022-11-30,Imposto de Renda 11/2022 ( C/P 88.853-5 ).,0.04,ALUGUEL COBERTURA
2022-11-30,Imposto de Renda 11/2022 ( C/P 88.851-9 ).,0.04,ALUGUEL COBERTURA
2022-12-02,Tarifa Conta Certa 12/2022.,87.73,CONTA ORDINÁRIA
2022-12-02,Tarifa Conta Certa Exced 12/2022.,9.6,CONTA ORDINÁRIA
2022-12-02,Indenização da Allianz Seguro para Apto.: AR132 ref. reforma do imóvel devido danos causados pelo incêndio ocorrido no apto. em 12/08/2022.,26498.9,CONTA ORDINÁRIA
2022-12-02,"Indenização da Allianz Seguro para Apto.: AR131 ref. troca porta, danos causados pelo incêndio ocorrido em 12/08/2022.",1855.82,CONTA ORDINÁRIA
2022-12-04,JD_Paisagismo NF. 375 manutenção jardim 11/2022.,587.0,MANUTENÇÃO E LIMPEZA
2022-12-04,Cynthia NF. 020 parc. 03/03 manutenção e recarga extintores.,1486.33,MANUTENÇÃO E LIMPEZA
2022-12-05,Honorários NF. 5151 serv. prestados pela Campos 11/2022.,1939.2,CONTA ORDINÁRIA
2022-12-05,Emissão de boletos 11/2022.,73.2,CONTA ORDINÁRIA
2022-12-05,Shopee - comedouro duplo inox para cães.,174.88,MANUTENÇÃO E LIMPEZA
2022-12-06,Remuneração Sindico 11/2022.,1284.0,CONTA ORDINÁRIA
2022-12-06,Caixa Interno Sindico Pequenas Despesas 11/2022.,30.69,CONTA ORDINÁRIA
2022-12-06,Adailson serv. prestados 11/2022.,200.0,MANUTENÇÃO E LIMPEZA
2022-12-07,Sinvaldo NF. 288 parc.1/3 desentupimento e desobstrução prumada final bloco Nelly conforme descrição da nota.,666.67,MANUTENÇÃO E LIMPEZA
2022-12-09,"7_Lift NF.1208 parc.2/5 trinco TV3 e fiação para elevador social Bloco B, 1° andar, S1 e S2.",580.0,MANUTENÇÃO E LIMPEZA
2022-12-10,Hidromedi NF. 11231 leitura da água 11/2022.,553.5,CONTA ORDINÁRIA
2022-12-10,Mundial NF.1772 serv. prestados 11/2022.,38407.36,CONTA ORDINÁRIA
2022-12-12,Allianz parc. 07/10 seguro do condominio.,633.37,CONTA ORDINÁRIA
2022-12-12,Dra.Luciana assessoria juridica ref. 11/2022.,1324.0,CONTA ORDINÁRIA
2022-12-12,ISS da NF. 1772 serv. prestados Mundial 11/2022.,874.38,CONTA ORDINÁRIA
2022-12-12,M&M NF. 37716 manut. elevadores 11/2022.,1202.32,MANUTENÇÃO E LIMPEZA
2022-12-12,Sinvaldo NF.289 conserto cano devido vazamento no banheiro feminino G3 churrasqueira.,650.0,MANUTENÇÃO E LIMPEZA
2022-12-12,"Sinvaldo NF.290 parc.1/3 troca de ralo entre quartinho vestiário e salão de festas, instalação de sensor 15° andar Bloco Nelly e impermeabilização da laje.",483.34,MANUTENÇÃO E LIMPEZA
2022-12-12,ISS da NF.1543 serv. prestados A Freitas parc.2/20.,657.46,ALUGUEL COBERTURA
2022-12-13,Green NF. 3014 parc. 04/04 colocação de grama sintética area pet.,1854.9,FUNDO DE OBRAS
2022-12-14,Bruna NF.5412 materiais de limpeza.,973.35,MANUTENÇÃO E LIMPEZA
2022-12-14,Freitas NF. 1551 parc. 03/20 pintura do condominio.,12491.74,FUNDO DE RESERVA
2022-12-14,Freitas NF. 1556 parc. 01/12 aplicação fundo preparador suvinil para pintura do condominio.,3483.95,ALUGUEL COBERTURA
2022-12-15,Net conta 11/2022.,152.86,TARIFAS PÚBLICAS
2022-12-15,Vivo Fibra 11/2022 (proporcional).,55.16,TARIFAS PÚBLICAS
2022-12-15,CBE NF.223839 manut. bombas 11/2022.,409.97,MANUTENÇÃO E LIMPEZA
2022-12-16,Empório NF.24423 08 cestas de natal func.,927.6,CONTA ORDINÁRIA
2022-12-16,7_Lift NF. 911 parc. 04/05 reparo operador porta e adaptação dorma 13° andar elev. serviços bloco B e 8° andar elev. serviços Bloco A.,560.0,MANUTENÇÃO E LIMPEZA
2022-12-16,Sinvaldo NF.287 parc. 2/2 conserto prumada de esgoto trincado com o tempo Aptos. AR64 e AR74.,1150.0,MANUTENÇÃO E LIMPEZA
2022-12-16,Disc Alda NF.2946 materiais para manutenção do condomínio.,289.6,MANUTENÇÃO E LIMPEZA
2022-12-18,CBE NF.222348 parc.2/5 reparo na motobomba de água limpa bloco Nelly.,57.21,MANUTENÇÃO E LIMPEZA
2022-12-18,CBE NF.15868 parc.2/5 peças para reparo na motobomba de água limpa Bloco Nelly.,190.0,MANUTENÇÃO E LIMPEZA
2022-12-18,CBE NF.15869 parc.2/3 torneira de bóia Deca.,136.67,MANUTENÇÃO E LIMPEZA
2022-12-18,CBE NF.222349 parc.2/3 substituição torneira de bóia reservatório inferior.,46.67,MANUTENÇÃO E LIMPEZA
2022-12-19,7_Lift NF. 1179 parc. 03/05 polia tensora elevador social.,700.0,MANUTENÇÃO E LIMPEZA
2022-12-19,BCJ NF. 29 parc. 09/10 adequação dos cabos de alimentação elétrica do centro de medição e área comum dos blocos.,5000.0,FUNDO DE RESERVA
2022-12-20,Campos NF. 5191 honorários 13º/2022 parc. 2/2.,969.6,CONTA ORDINÁRIA
2022-12-20,Cofins/Pis/Csll da NF. 1772 serv. prestados Mundial 11/2022.,2032.95,CONTA ORDINÁRIA
2022-12-20,Darf Previdenciário da NF. 1772 serv. prestados Mundial 11/2022.,2404.56,CONTA ORDINÁRIA
2022-12-20,Cofins/Pis/Csll da NF. 223839 serv. prestados CBE 11/2022.,19.99,MANUTENÇÃO E LIMPEZA
2022-12-21,Dra.Luciana parc.2/2 pago pelo Apto. AR101.,282.87,CONTA ORDINÁRIA
2022-12-21,Dra.Luciana parc.1/3 e 2/3 pago pelo Apto. AR073.,299.52,CONTA ORDINÁRIA
2022-12-21,Dra.Luciana parc.1/2 pago pelo Apto. AR081.,125.07,CONTA ORDINÁRIA
2022-12-21,Encadernação NF. 33393 e cópias 11/2022.,96.2,CONTA ORDINÁRIA
2022-12-21,Vivo Fibra 12/2022.,89.99,TARIFAS PÚBLICAS
